CustomerID,VehicleID,VehicleMake,VehicleModel,VehicleYOM
Cust31921,Vehicle1484,Suburu,Jetta,2007
Cust31923,Vehicle20481,Suburu,Impreza,2007
Cust31924,Vehicle3847,Suburu,Impreza,2007
Cust31926,Vehicle36179,Volkswagen,RAM,2008
Cust31927,Vehicle38375,Audi,A3,2006
Cust31928,Vehicle24814,Volkswagen,Jetta,2007
Cust3193,Vehicle23939,Chevrolet,Silverado,2001
Cust31930,Vehicle16634,Suburu,Legacy,2013
Cust31931,Vehicle25766,Suburu,Legacy,2013
Cust31932,Vehicle33534,Dodge,Neon,2012
Cust31935,Vehicle36841,Suburu,Neon,2013
Cust31936,Vehicle6761,Dodge,Legacy,2012
Cust31937,Vehicle21935,Dodge,Neon,2013
Cust31939,Vehicle17488,Chevrolet,Malibu,2007
Cust3194,Vehicle23944,Honda,CRV,2007
Cust31940,Vehicle35843,Saab,Tahoe,2006
Cust31941,Vehicle17695,Chevrolet,95,2006
Cust31943,Vehicle22347,Saab,95,2005
Cust31944,Vehicle25450,Saab,Maxima,2004
Cust31945,Vehicle8003,Chevrolet,Malibu,2007
Cust31946,Vehicle38133,Saab,Malibu,2007
Cust31947,Vehicle25619,Saab,Tahoe,2007
Cust31948,Vehicle23597,Dodge,RAM,1999
Cust31949,Vehicle17703,Jeep,Wrangler,2000
Cust3195,Vehicle10006,Saab,92x,2001
Cust31950,Vehicle35760,Nissan,Wrangler,1997
Cust31952,Vehicle4142,Jeep,Wrangler,2002
Cust31953,Vehicle14192,Jeep,Ultima,2001
Cust31954,Vehicle14991,Jeep,RAM,2000
Cust31956,Vehicle7416,Dodge,RAM,1999
Cust31957,Vehicle21837,Toyota,Highlander,2010
Cust31959,Vehicle29402,Dodge,Neon,2011
Cust3196,Vehicle10773,Dodge,RAM,2004
Cust31960,Vehicle25145,Dodge,Neon,2011
Cust31961,Vehicle7179,Dodge,Neon,2010
Cust31962,Vehicle28026,Honda,Neon,2011
Cust31963,Vehicle6710,Ford,F150,2011
Cust31965,Vehicle37242,Toyota,Neon,2009
Cust31966,Vehicle14451,Accura,MDX,2001
Cust31967,Vehicle37697,Suburu,93,2000
Cust31968,Vehicle36933,Suburu,Legacy,1996
Cust31969,Vehicle24176,Suburu,MDX,2002
Cust3197,Vehicle27472,Audi,A5,2010
Cust31970,Vehicle31869,Suburu,Impreza,2000
Cust31971,Vehicle6487,Suburu,MDX,2002
Cust31972,Vehicle7490,Suburu,MDX,2003
Cust31973,Vehicle28411,Suburu,MDX,2003
Cust31974,Vehicle6718,Saab,93,2000
Cust31976,Vehicle1598,Nissan,Pathfinder,2007
Cust31977,Vehicle34050,Saab,MDX,2008
Cust31979,Vehicle11569,Nissan,Pathfinder,2007
Cust3198,Vehicle11432,Accura,CRV,2009
Cust31980,Vehicle31546,Nissan,92x,2008
Cust31981,Vehicle11553,Accura,MDX,2007
Cust31982,Vehicle31515,Toyota,Camry,2008
Cust31983,Vehicle28806,Saab,Camry,2008
Cust31984,Vehicle4069,Jeep,Wrangler,2010
Cust31987,Vehicle31950,Jeep,Wrangler,2009
Cust3199,Vehicle21027,Suburu,Maxima,2003
Cust31990,Vehicle36579,Jeep,95,2008
Cust31991,Vehicle8152,Jeep,Wrangler,2008
Cust31992,Vehicle6939,Jeep,Wrangler,2008
Cust31994,Vehicle2852,Chevrolet,Malibu,2003
Cust31995,Vehicle14757,Toyota,Camry,1998
Cust31997,Vehicle19721,Ford,Escape,1998
Cust31999,Vehicle4994,Ford,Malibu,1999
Cust3200,Vehicle32218,Nissan,Maxima,2000
Cust32001,Vehicle11708,Chevrolet,Camry,1999
Cust32002,Vehicle14901,Saab,Ultima,1996
Cust32003,Vehicle37805,Saab,92x,1999
Cust32006,Vehicle20878,Dodge,RAM,1998
Cust32007,Vehicle3685,Nissan,Ultima,1997
Cust32008,Vehicle14035,Dodge,92x,1998
Cust32009,Vehicle12750,Saab,93,1999
Cust3201,Vehicle28899,Saab,95,2012
Cust32010,Vehicle19402,Saab,92x,1999
Cust32011,Vehicle36289,Dodge,C300,2004
Cust32012,Vehicle32502,Mercedes,C300,1997
Cust32014,Vehicle19054,Jeep,C300,2001
Cust32015,Vehicle30097,Mercedes,C300,2002
Cust32016,Vehicle7448,Mercedes,CRV,1997
Cust32017,Vehicle37437,Mercedes,C300,1997
Cust32019,Vehicle34768,Mercedes,C300,2002
Cust3202,Vehicle31648,BMW,A3,2010
Cust32023,Vehicle15910,Suburu,Pathfinder,1997
Cust32024,Vehicle14106,Nissan,Pathfinder,1998
Cust32025,Vehicle20907,Nissan,Pathfinder,1998
Cust32026,Vehicle2661,Nissan,Pathfinder,1998
Cust32027,Vehicle14189,Ford,Escape,1998
Cust32028,Vehicle37947,Suburu,Pathfinder,1997
Cust3203,Vehicle20174,Suburu,Impreza,2007
Cust32031,Vehicle31251,Accura,Accord,1999
Cust32033,Vehicle18605,Saab,93,1999
Cust32034,Vehicle16288,Honda,MDX,1997
Cust32036,Vehicle8994,Saab,93,2002
Cust32039,Vehicle23463,Volkswagen,Jetta,1996
Cust3204,Vehicle31890,Volkswagen,Impreza,2007
Cust32041,Vehicle38618,Volkswagen,Wrangler,1996
Cust32044,Vehicle5847,Nissan,Jetta,1996
Cust32045,Vehicle33700,Volkswagen,Jetta,1996
Cust32047,Vehicle22210,Accura,95,2014
Cust32049,Vehicle21985,Saab,95,2009
Cust32050,Vehicle38732,Saab,95,2012
Cust32053,Vehicle19794,Dodge,RAM,2012
Cust32054,Vehicle17179,Saab,95,2014
Cust32055,Vehicle38032,Accura,RSX,2014
Cust32056,Vehicle16407,BMW,X5,2007
Cust32057,Vehicle29534,Audi,X5,2010
Cust32058,Vehicle8788,BMW,X5,2008
Cust32059,Vehicle16182,BMW,X5,2010
Cust3206,Vehicle11034,Audi,Grand Cherokee,2012
Cust32060,Vehicle5969,BMW,X5,2013
Cust32061,Vehicle6572,Audi,A3,2010
Cust32062,Vehicle7366,Audi,X5,2007
Cust32063,Vehicle12492,BMW,A3,2010
Cust32064,Vehicle15101,BMW,X5,2010
Cust32066,Vehicle24936,Saab,92x,2006
Cust32067,Vehicle28486,Saab,Passat,2005
Cust32068,Vehicle12086,Saab,A3,2006
Cust3207,Vehicle6864,Accura,TL,2005
Cust32071,Vehicle23653,Audi,92x,2006
Cust32073,Vehicle4174,Audi,A3,2005
Cust32074,Vehicle10086,Ford,Fusion,2008
Cust32075,Vehicle39094,Ford,Civic,2002
Cust32076,Vehicle27207,Honda,Malibu,2010
Cust32077,Vehicle22793,Ford,Civic,2003
Cust32079,Vehicle10175,Ford,F150,2011
Cust3208,Vehicle15061,Audi,TL,2004
Cust32080,Vehicle19163,Honda,Fusion,2005
Cust32081,Vehicle11242,Ford,Civic,2011
Cust32082,Vehicle32588,Honda,Civic,2010
Cust32084,Vehicle16565,Jeep,Wrangler,2010
Cust32086,Vehicle35139,Jeep,Wrangler,2010
Cust32087,Vehicle36337,Jeep,Wrangler,2010
Cust32088,Vehicle12494,Jeep,Accord,2012
Cust32089,Vehicle26607,Jeep,Accord,2013
Cust3209,Vehicle8427,Audi,A3,2003
Cust32090,Vehicle17402,Jeep,A3,2013
Cust32091,Vehicle15856,Jeep,Wrangler,2010
Cust32092,Vehicle26368,Nissan,Maxima,2004
Cust32094,Vehicle25037,Chevrolet,Pathfinder,2013
Cust32095,Vehicle5391,Chevrolet,Pathfinder,2013
Cust32096,Vehicle33202,Nissan,Pathfinder,2008
Cust32097,Vehicle39466,Nissan,Pathfinder,2010
Cust3210,Vehicle30145,Audi,A3,2006
Cust32102,Vehicle37645,Jeep,Escape,2000
Cust32103,Vehicle27719,Jeep,Wrangler,2000
Cust32104,Vehicle6320,Jeep,Escape,2000
Cust32106,Vehicle33332,Jeep,Escape,2000
Cust32108,Vehicle27022,Ford,Wrangler,2000
Cust32109,Vehicle4467,Jeep,Escape,2001
Cust3211,Vehicle26648,Suburu,Grand Cherokee,2004
Cust32110,Vehicle33140,Suburu,Legacy,2010
Cust32111,Vehicle14048,Volkswagen,Passat,2004
Cust32112,Vehicle33767,Honda,CRV,2009
Cust32113,Vehicle3859,Jeep,CRV,2011
Cust32114,Vehicle15512,Volkswagen,CRV,2004
Cust32116,Vehicle33159,Volkswagen,Passat,2003
Cust32117,Vehicle36695,Honda,CRV,2009
Cust32118,Vehicle31082,Volkswagen,CRV,2004
Cust32119,Vehicle17103,Honda,Passat,1995
Cust32120,Vehicle28781,Honda,93,2007
Cust32121,Vehicle34375,Honda,Accord,2001
Cust32122,Vehicle33225,Accura,Accord,1999
Cust32123,Vehicle34793,Honda,Passat,1995
Cust32124,Vehicle3158,Honda,Accord,1997
Cust32125,Vehicle17573,Honda,Passat,1996
Cust32126,Vehicle38049,Honda,MDX,1998
Cust32127,Vehicle8620,Volkswagen,Passat,1995
Cust32128,Vehicle28078,Nissan,Pathfinder,2000
Cust32129,Vehicle25600,BMW,Civic,2001
Cust32130,Vehicle13474,Honda,Civic,2004
Cust32131,Vehicle25395,Nissan,Pathfinder,2001
Cust32133,Vehicle9259,Honda,Civic,2002
Cust32135,Vehicle17160,Honda,Pathfinder,2002
Cust32136,Vehicle12897,Nissan,Civic,2002
Cust32137,Vehicle14551,Mercedes,Malibu,2008
Cust32138,Vehicle20740,Chevrolet,C300,2006
Cust3214,Vehicle7414,Chevrolet,Tahoe,2000
Cust32140,Vehicle9654,Chevrolet,Malibu,2007
Cust32141,Vehicle22485,Mercedes,C300,2008
Cust32143,Vehicle19182,Mercedes,C300,2008
Cust32144,Vehicle19552,Chevrolet,Malibu,2008
Cust32145,Vehicle14656,Mercedes,Tahoe,2012
Cust32146,Vehicle29582,Toyota,Forrestor,1997
Cust32148,Vehicle38143,Saab,95,2001
Cust3215,Vehicle37618,Toyota,Jetta,2006
Cust32150,Vehicle21848,Toyota,Ultima,2005
Cust32151,Vehicle12066,Toyota,95,2000
Cust32152,Vehicle25521,Suburu,Corolla,1998
Cust32153,Vehicle21913,Toyota,Forrestor,1998
Cust32155,Vehicle13034,Saab,MDX,2000
Cust32156,Vehicle16023,Audi,A3,2001
Cust32157,Vehicle38599,Saab,MDX,2003
Cust32158,Vehicle27688,Audi,MDX,2000
Cust32159,Vehicle33117,Accura,A3,2001
Cust32160,Vehicle23181,Accura,MDX,2001
Cust32161,Vehicle18367,Accura,MDX,2002
Cust32162,Vehicle38848,Accura,95,2001
Cust32163,Vehicle10039,Accura,95,2002
Cust32165,Vehicle2946,Dodge,Neon,2008
Cust32166,Vehicle16990,Dodge,Neon,2010
Cust32167,Vehicle21410,BMW,Wrangler,2011
Cust32168,Vehicle19966,BMW,M5,2009
Cust32172,Vehicle6789,BMW,M5,2011
Cust32175,Vehicle10628,Nissan,Ultima,2001
Cust32177,Vehicle37702,Nissan,Ultima,2000
Cust32179,Vehicle12377,Nissan,Ultima,1998
Cust32180,Vehicle31520,Nissan,Maxima,1998
Cust32181,Vehicle26445,Nissan,Ultima,1997
Cust32182,Vehicle15003,Accura,RSX,2000
Cust32183,Vehicle4922,Accura,RSX,2010
Cust32184,Vehicle30954,Accura,Legacy,2009
Cust32185,Vehicle27300,Accura,RSX,2009
Cust32186,Vehicle11397,Suburu,RSX,2010
Cust32187,Vehicle12592,Accura,RAM,2003
Cust32188,Vehicle20254,Accura,RSX,2008
Cust32189,Vehicle18200,Suburu,Legacy,2010
Cust3219,Vehicle17163,Dodge,RAM,2007
Cust32190,Vehicle3729,Accura,Legacy,2008
Cust32191,Vehicle1771,Jeep,Wrangler,2007
Cust32192,Vehicle1818,Honda,A3,2007
Cust32194,Vehicle39301,Jeep,Accord,2009
Cust32195,Vehicle5342,Honda,Accord,2005
Cust32196,Vehicle16238,Honda,Wrangler,2004
Cust32197,Vehicle12664,Saab,Accord,1999
Cust32199,Vehicle32702,Audi,Accord,2007
Cust3220,Vehicle6091,Volkswagen,Passat,2002
Cust32200,Vehicle10046,BMW,Wrangler,2008
Cust32202,Vehicle24007,Jeep,M5,2006
Cust32203,Vehicle4323,BMW,Wrangler,2009
Cust32205,Vehicle23505,Jeep,E400,2010
Cust32206,Vehicle2113,Mercedes,E400,2014
Cust32208,Vehicle14845,BMW,Wrangler,2008
Cust32209,Vehicle35681,Audi,95,1999
Cust3221,Vehicle5737,BMW,Malibu,2013
Cust32210,Vehicle10707,Volkswagen,A5,1999
Cust32211,Vehicle24978,Saab,95,1999
Cust32212,Vehicle12520,Volkswagen,Jetta,1999
Cust32213,Vehicle17969,Saab,95,1998
Cust32215,Vehicle19129,Audi,A5,1999
Cust32217,Vehicle12566,Chevrolet,Malibu,2002
Cust32218,Vehicle13213,Nissan,Ultima,1997
Cust32219,Vehicle9862,Saab,Ultima,1999
Cust3222,Vehicle33144,Mercedes,X5,2009
Cust32220,Vehicle24354,Saab,Ultima,2000
Cust32221,Vehicle22583,Nissan,Ultima,1997
Cust32222,Vehicle4929,Saab,93,1999
Cust32223,Vehicle15748,Saab,Ultima,2000
Cust32225,Vehicle14661,Saab,Ultima,1997
Cust32226,Vehicle9091,Ford,Fusion,1998
Cust3223,Vehicle24229,Accura,TL,2008
Cust32231,Vehicle3835,Suburu,Forrestor,1996
Cust32232,Vehicle14242,Toyota,Highlander,2005
Cust32234,Vehicle25000,Toyota,Highlander,2004
Cust32236,Vehicle13302,Honda,Neon,2005
Cust32237,Vehicle28605,???,M5,2010
Cust32240,Vehicle24073,Dodge,M5,2010
Cust32241,Vehicle12564,Dodge,Neon,2007
Cust32243,Vehicle20911,Dodge,CRV,2007
Cust32244,Vehicle4039,BMW,Neon,2008
Cust32245,Vehicle24530,Nissan,Maxima,2011
Cust32246,Vehicle35646,Toyota,Highlander,2012
Cust32247,Vehicle30551,Nissan,Highlander,2010
Cust32248,Vehicle39367,Honda,CRV,2010
Cust32249,Vehicle22469,Toyota,CRV,2011
Cust32250,Vehicle34428,Toyota,Maxima,2012
Cust32251,Vehicle3862,Saab,93,2010
Cust32252,Vehicle8198,Toyota,CRV,2010
Cust32253,Vehicle3037,Honda,Highlander,2010
Cust32254,Vehicle7016,Honda,MDX,2001
Cust32255,Vehicle13066,Accura,CRV,2000
Cust32257,Vehicle18754,Dodge,Neon,2008
Cust32258,Vehicle35404,Dodge,CRV,2009
Cust32259,Vehicle27829,Honda,X6,2002
Cust3226,Vehicle14642,Honda,Tahoe,1998
Cust32260,Vehicle29177,BMW,X6,2001
Cust32263,Vehicle12046,Mercedes,E400,1998
Cust32266,Vehicle34253,Jeep,Grand Cherokee,1998
Cust32267,Vehicle32230,Jeep,E400,1995
Cust32268,Vehicle9587,Jeep,M5,1996
Cust3227,Vehicle37021,Volkswagen,E400,2009
Cust32270,Vehicle25895,Jeep,Grand Cherokee,1996
Cust32271,Vehicle10211,Jeep,Grand Cherokee,1996
Cust32272,Vehicle25552,Accura,Impreza,2003
Cust32275,Vehicle5350,Suburu,MDX,2001
Cust32276,Vehicle22393,Ford,F150,2001
Cust32277,Vehicle16455,Suburu,Impreza,1999
Cust32278,Vehicle5635,Suburu,F150,1998
Cust32279,Vehicle11278,Accura,TL,2003
Cust3228,Vehicle30423,Mercedes,A5,2011
Cust32281,Vehicle14605,Volkswagen,Passat,2001
Cust32282,Vehicle16058,Volkswagen,Passat,2003
Cust32284,Vehicle14458,Volkswagen,Forrestor,1997
Cust32285,Vehicle15273,Accura,TL,2001
Cust32286,Vehicle22010,Volkswagen,TL,2001
Cust32287,Vehicle30579,Suburu,Passat,1998
Cust32288,Vehicle17061,Jeep,Wrangler,2002
Cust32290,Vehicle10101,Volkswagen,Passat,2000
Cust32291,Vehicle23329,Accura,Passat,2003
Cust32292,Vehicle30140,Volkswagen,Passat,1998
Cust32293,Vehicle13189,Volkswagen,Passat,1998
Cust32296,Vehicle29720,Accura,TL,2000
Cust32297,Vehicle28982,Nissan,Passat,1998
Cust32298,Vehicle8477,Accura,Passat,2005
Cust32299,Vehicle31196,Suburu,A3,2012
Cust3230,Vehicle27933,Nissan,Forrestor,2004
Cust32300,Vehicle20522,Audi,A3,2005
Cust32304,Vehicle19168,Suburu,A3,2014
Cust32305,Vehicle39426,Suburu,Impreza,2014
Cust32306,Vehicle17318,Suburu,Impreza,2012
Cust32307,Vehicle30564,Dodge,A3,2009
Cust32308,Vehicle28762,Jeep,Grand Cherokee,1999
Cust32309,Vehicle38861,Accura,MDX,2004
Cust3231,Vehicle7079,Audi,3 Series,2000
Cust32310,Vehicle11488,Jeep,Grand Cherokee,2002
Cust32311,Vehicle34208,Jeep,MDX,2000
Cust32312,Vehicle1944,Saab,Grand Cherokee,2004
Cust32313,Vehicle12562,Jeep,Grand Cherokee,2005
Cust32314,Vehicle11389,Saab,Grand Cherokee,2005
Cust32315,Vehicle24127,Jeep,Maxima,2004
Cust32316,Vehicle2062,Jeep,Grand Cherokee,2002
Cust32317,Vehicle26311,Suburu,Forrestor,1999
Cust32318,Vehicle10460,Accura,Forrestor,2000
Cust3232,Vehicle2866,Accura,3 Series,1995
Cust32320,Vehicle37713,Suburu,Forrestor,2000
Cust32321,Vehicle23432,Saab,Forrestor,2000
Cust32322,Vehicle13221,Suburu,Passat,1998
Cust32323,Vehicle26755,Volkswagen,Forrestor,1997
Cust32324,Vehicle5343,Suburu,Forrestor,1997
Cust32327,Vehicle31435,Mercedes,Legacy,2015
Cust32328,Vehicle14053,Suburu,Legacy,2014
Cust32329,Vehicle22879,Suburu,Legacy,2012
Cust3233,Vehicle1788,Nissan,TL,2012
Cust32330,Vehicle8055,Suburu,Ultima,2014
Cust32331,Vehicle22361,Mercedes,Legacy,2013
Cust32332,Vehicle23998,Toyota,Highlander,2007
Cust32333,Vehicle36477,Suburu,Legacy,2015
Cust32334,Vehicle35466,Suburu,C300,2015
Cust32335,Vehicle25504,Suburu,Forrestor,2009
Cust32336,Vehicle14791,Suburu,M5,2011
Cust32337,Vehicle3434,Suburu,Forrestor,2011
Cust32338,Vehicle7531,Suburu,Legacy,2009
Cust32339,Vehicle23198,Suburu,Forrestor,2011
Cust3234,Vehicle30879,Accura,CRV,2010
Cust32340,Vehicle29061,Suburu,Legacy,2012
Cust32342,Vehicle5440,Suburu,Legacy,2011
Cust32343,Vehicle18217,BMW,Forrestor,2010
Cust32345,Vehicle20927,Ford,Escape,2011
Cust32346,Vehicle16800,Ford,Escape,2009
Cust32347,Vehicle27060,Ford,C300,2010
Cust32348,Vehicle9166,Ford,Escape,2009
Cust3235,Vehicle39213,Ford,C300,2006
Cust32352,Vehicle21599,Ford,Wrangler,2011
Cust32353,Vehicle31450,Jeep,Camry,2001
Cust32354,Vehicle29016,Toyota,Camry,2001
Cust32355,Vehicle25130,Jeep,Camry,2001
Cust32356,Vehicle5361,Nissan,Ultima,1996
Cust32357,Vehicle30168,Accura,TL,2007
Cust32358,Vehicle13865,Nissan,Ultima,1998
Cust3236,Vehicle16302,Ford,C300,2006
Cust32360,Vehicle20799,Toyota,Camry,2003
Cust32361,Vehicle2845,???,Camry,1999
Cust32363,Vehicle15830,Nissan,Legacy,1999
Cust32364,Vehicle9012,Accura,Maxima,2002
Cust32365,Vehicle31244,Nissan,CRV,2001
Cust32366,Vehicle4287,Suburu,Maxima,1999
Cust32367,Vehicle24891,Nissan,Maxima,2004
Cust32368,Vehicle15497,Suburu,Legacy,1999
Cust32369,Vehicle6658,Nissan,Legacy,2000
Cust3237,Vehicle23100,Dodge,Silverado,2011
Cust32370,Vehicle25640,Honda,CRV,2002
Cust32371,Vehicle29374,Audi,A3,2010
Cust32375,Vehicle6756,Audi,A3,2011
Cust32376,Vehicle12789,Audi,A3,2011
Cust32377,Vehicle29245,Suburu,A3,2013
Cust32378,Vehicle6317,Audi,A3,2011
Cust32379,Vehicle38358,Suburu,A3,2013
Cust3238,Vehicle6199,Mercedes,ML350,2013
Cust32380,Vehicle23620,Volkswagen,Corolla,2008
Cust32382,Vehicle17009,Volkswagen,Jetta,2011
Cust32383,Vehicle21539,Volkswagen,Jetta,2010
Cust32387,Vehicle18353,Volkswagen,Jetta,2010
Cust32388,Vehicle9475,Volkswagen,Jetta,2007
Cust32392,Vehicle34053,Toyota,CRV,2005
Cust32393,Vehicle15127,Toyota,CRV,2005
Cust32395,Vehicle39570,Honda,CRV,2005
Cust32396,Vehicle29354,Honda,Accord,2013
Cust32397,Vehicle28451,Honda,Accord,2013
Cust32398,Vehicle22091,Saab,92x,2013
Cust32399,Vehicle7636,Saab,Maxima,2014
Cust32400,Vehicle9698,Saab,92x,2014
Cust32402,Vehicle3775,Saab,92x,2013
Cust32403,Vehicle15761,Saab,92x,2014
Cust32404,Vehicle10285,Nissan,TL,2001
Cust32407,Vehicle7168,Toyota,Corolla,2001
Cust32409,Vehicle11629,Toyota,Corolla,2002
Cust3241,Vehicle19448,Dodge,Silverado,2003
Cust32410,Vehicle28422,Toyota,X5,2002
Cust32412,Vehicle21504,Toyota,Wrangler,2003
Cust32414,Vehicle16923,Toyota,Camry,1999
Cust32416,Vehicle8697,Mercedes,ML350,1997
Cust32419,Vehicle36423,Mercedes,ML350,1998
Cust3242,Vehicle31276,Dodge,RAM,1996
Cust32420,Vehicle13486,Chevrolet,Silverado,1996
Cust32422,Vehicle38927,Chevrolet,Silverado,1995
Cust32423,Vehicle8276,Chevrolet,Silverado,1995
Cust32424,Vehicle28256,Chevrolet,Silverado,1996
Cust32425,Vehicle29069,Jeep,RAM,2000
Cust32427,Vehicle39394,Dodge,Pathfinder,1995
Cust32428,Vehicle7344,Dodge,Wrangler,1995
Cust32429,Vehicle20792,Dodge,RAM,1999
Cust3243,Vehicle38916,Ford,F150,2007
Cust32430,Vehicle13151,Jeep,Grand Cherokee,2001
Cust32431,Vehicle32240,Jeep,Wrangler,1995
Cust32432,Vehicle21260,Nissan,RAM,1999
Cust32433,Vehicle7014,Dodge,RAM,1996
Cust32434,Vehicle23903,Saab,95,2015
Cust32435,Vehicle11494,Saab,92x,2006
Cust32436,Vehicle2218,Saab,92x,2008
Cust32437,Vehicle32797,Saab,92x,2014
Cust32438,Vehicle21530,Saab,Ultima,2008
Cust32439,Vehicle17438,Saab,92x,2007
Cust3244,Vehicle36884,Mercedes,ML350,2008
Cust32441,Vehicle5164,Saab,Ultima,2005
Cust32442,Vehicle22283,Dodge,92x,2005
Cust32443,Vehicle23153,Suburu,Forrestor,2006
Cust32444,Vehicle22480,Toyota,Ultima,2006
Cust32445,Vehicle38317,Toyota,Ultima,2010
Cust32446,Vehicle20687,Toyota,Camry,2007
Cust32447,Vehicle8807,Toyota,95,2009
Cust3245,Vehicle14227,Audi,A5,2005
Cust32451,Vehicle38613,Nissan,Ultima,2012
Cust32452,Vehicle8130,Accura,MDX,2012
Cust32454,Vehicle36560,Nissan,Pathfinder,2011
Cust32456,Vehicle35963,Nissan,Pathfinder,2010
Cust32457,Vehicle4639,Accura,MDX,2014
Cust32458,Vehicle18878,Accura,Maxima,2012
Cust3246,Vehicle15537,BMW,X5,2005
Cust32460,Vehicle17803,Nissan,MDX,2010
Cust32461,Vehicle36254,BMW,Silverado,2013
Cust32462,Vehicle5169,BMW,M5,2013
Cust32463,Vehicle22345,Chevrolet,95,2013
Cust32465,Vehicle39772,Chevrolet,Silverado,2012
Cust32466,Vehicle2058,Saab,95,2013
Cust32467,Vehicle17544,BMW,Silverado,2012
Cust32468,Vehicle32489,Chevrolet,M5,2013
Cust32469,Vehicle17774,BMW,Silverado,2013
Cust32470,Vehicle3019,BMW,3 Series,2005
Cust32472,Vehicle38127,Honda,3 Series,2003
Cust32476,Vehicle39891,Nissan,Ultima,2005
Cust32477,Vehicle37387,BMW,3 Series,2005
Cust32478,Vehicle28260,BMW,3 Series,2005
Cust3248,Vehicle29652,Mercedes,Forrestor,2004
Cust32480,Vehicle8821,Mercedes,C300,1997
Cust32481,Vehicle3964,Chevrolet,3 Series,1995
Cust32482,Vehicle8009,BMW,C300,1999
Cust32483,Vehicle13045,BMW,C300,2000
Cust32484,Vehicle36326,Mercedes,C300,1997
Cust32485,Vehicle8015,BMW,C300,1997
Cust32486,Vehicle22867,BMW,Silverado,1995
Cust32487,Vehicle25975,Mercedes,C300,1996
Cust32489,Vehicle14587,Nissan,Ultima,1999
Cust3249,Vehicle6058,Suburu,Legacy,2006
Cust32491,Vehicle16859,Saab,95,1998
Cust32494,Vehicle2976,Jeep,95,1999
Cust32495,Vehicle4539,Nissan,Ultima,1998
Cust32498,Vehicle4103,Audi,MDX,2003
Cust32499,Vehicle29055,Accura,MDX,2002
Cust32500,Vehicle35638,Accura,Maxima,2003
Cust32501,Vehicle36797,Audi,A5,2002
Cust32503,Vehicle25637,Nissan,Maxima,2003
Cust32504,Vehicle5996,Audi,A5,2003
Cust32505,Vehicle9607,Mercedes,MDX,2004
Cust32508,Vehicle21581,Accura,E400,2012
Cust3251,Vehicle22891,Chevrolet,ML350,1998
Cust32510,Vehicle28093,Accura,Fusion,2012
Cust32511,Vehicle23091,Accura,MDX,2011
Cust32512,Vehicle7935,Dodge,RAM,2010
Cust32513,Vehicle14727,Accura,MDX,2007
Cust32514,Vehicle21185,Ford,MDX,2011
Cust32515,Vehicle18421,Dodge,RAM,2004
Cust32516,Vehicle8977,Dodge,RAM,1999
Cust32517,Vehicle3455,Ford,Fusion,2010
Cust32519,Vehicle29801,Suburu,Legacy,2009
Cust3252,Vehicle24307,Chevrolet,Silverado,1999
Cust32520,Vehicle30548,Ford,Escape,2007
Cust32522,Vehicle18211,Dodge,RAM,2003
Cust32525,Vehicle8881,Saab,C300,1995
Cust32526,Vehicle24299,Saab,92x,1995
Cust32527,Vehicle23178,Chevrolet,C300,1996
Cust32528,Vehicle2417,Chevrolet,C300,2001
Cust3253,Vehicle32631,Volkswagen,Passat,2011
Cust32530,Vehicle30940,Mercedes,C300,1995
Cust32531,Vehicle2755,Mercedes,Malibu,2002
Cust32532,Vehicle36787,Chevrolet,C300,2002
Cust32534,Vehicle17094,Jeep,Escape,2008
Cust32537,Vehicle11650,Saab,Escape,2008
Cust32538,Vehicle13150,Ford,Escape,2007
Cust32539,Vehicle39341,Saab,Escape,2007
Cust3254,Vehicle19674,Volkswagen,Passat,2013
Cust32540,Vehicle7337,Nissan,Maxima,2006
Cust32541,Vehicle30091,Nissan,Maxima,2002
Cust32542,Vehicle22218,Ford,Fusion,2002
Cust32543,Vehicle36920,Accura,Fusion,2006
Cust32544,Vehicle28834,Audi,A5,2000
Cust32545,Vehicle39648,Accura,Fusion,2007
Cust32546,Vehicle34005,Ford,RSX,1998
Cust32547,Vehicle36905,Accura,A5,1999
Cust32548,Vehicle8348,Ford,RSX,1998
Cust32549,Vehicle13200,Accura,RSX,1999
Cust3255,Vehicle35647,Toyota,Highlander,1998
Cust32550,Vehicle31782,Audi,A5,1995
Cust32553,Vehicle13875,Dodge,Neon,2001
Cust32554,Vehicle25048,Ford,Fusion,2005
Cust32555,Vehicle14403,Ford,Neon,2007
Cust32557,Vehicle14963,Audi,Neon,1998
Cust32559,Vehicle39232,Accura,Neon,2001
Cust3256,Vehicle18940,Toyota,Passat,1997
Cust32561,Vehicle38311,Saab,95,2005
Cust32562,Vehicle11475,Saab,RAM,2005
Cust32563,Vehicle30815,Saab,A3,2001
Cust32565,Vehicle31089,Dodge,95,2004
Cust32566,Vehicle26475,Saab,RAM,2007
Cust32567,Vehicle21390,Audi,A3,2003
Cust32568,Vehicle30010,Dodge,95,2004
Cust32569,Vehicle14688,Suburu,Forrestor,2004
Cust32571,Vehicle8445,Suburu,Forrestor,2004
Cust32573,Vehicle21025,Jeep,Forrestor,2001
Cust32575,Vehicle30609,Jeep,Grand Cherokee,2003
Cust32576,Vehicle33473,Jeep,Forrestor,2001
Cust32577,Vehicle2443,Suburu,Highlander,1999
Cust32579,Vehicle30621,Volkswagen,Neon,2005
Cust3258,Vehicle10893,Dodge,Impreza,2013
